codigo,pergunta,Ano
M01104,"Pensando em todos os seus trabalhos, o(a) Sr(a) está exposto(a) a manuseio de material radioativo (transporte, recebimento, armazenagem, trabalho com raio-x) que pode afetar a sua saúde?",2013
M01105,"Pensando em todos os seus trabalhos, o(a) Sr(a) está exposto(a) a manuseio de resíduos urbanos (lixo) que podem afetar a sua saúde?",2013
M01106,"Pensando em todos os seus trabalhos, o(a) Sr(a) está envolvido(a) em atividades que levam ao nervosismo que podem afetar a sua saúde?",2013
M01107,"Pensando em todos os seus trabalhos, o(a) Sr(a) está em exposição a material biológico (sangue, agulhas, secreções) que podem afetar a sua saúde?",2013
M01108,"Pensando em todos os seus trabalhos, o(a) Sr(a) está em exposição a poeira industrial (pó de mármore) que podem afetar a sua saúde?",2013
M01301,Há quantos anos o(a) Sr(a) está no trabalho principal?,2013
M01302,Há quantos meses o(a) Sr(a) está no trabalho principal?,2013
M01303,Há quantos dia o(a) Sr(a) está no trabalho principal?,2013
M014,Com quantos familiares ou parentes o(a) Sr(a) se sente à vontade e pode falar sobre quase tudo?,2013
M015,Com quantos amigos o(a) Sr(a) se sente à vontade e pode falar sobre quase tudo? (sem considerar os familiares ou parentes),2013
M016,"Nos últimos 12 meses, com que frequência o(a) Sr(a) participou de atividades esportivas ou artísticas em grupo?",2013
M017,"Nos últimos 12 meses, com que frequência o(a) Sr(a) participou de reuniões de associações de moradores ou funcionários, movimentos comunitários, centros acadêmicos ou similares?",2013
M018,"Nos últimos 12 meses, com que frequência o(a) Sr(a) participou de trabalho voluntário não remunerado?",2013
M019,"Nos últimos 12 meses, com que frequência o(a) Sr(a) compareceu a cultos ou atividades da sua religião ou de outra religião? (sem contar com situações como casamento, batizado, ou enterro)",2013
N001,"Em geral, como o(a) Sr(a) avalia a sua saúde",2013
N002,"O(a) sr(a) usa algum recurso como bengala, muleta, cadeira de rodas, andador ou outro equipamento para auxiliar a locomoção?",2013
N003,"Em geral, que grau de dificuldade o(a) sr(a) tem para se locomover?",2013
N004,"Quando o(a) Sr(a) sobe uma ladeira, um lance de escadas ou caminha rápido no plano, sente dor ou desconforto no peito?",2013
N005,"Quando o(a) Sr(a) caminha em lugar plano, em velocidade normal, sente dor ou desconforto no peito",2013
N006,O que o(a) Sr(a) faz se sente dor ou desconforto no peito,2013
N007,"Quando o(a) Sr(a) para, o que acontece com a dor ou desconforto no peito",2013
N008,O(A) Sr(a) pode me mostrar onde geralmente sente essa dor/desconforto no peito,2013
N010,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas no sono, como dificuldade para adormecer, acordar frequentemente à noite ou dormir mais do que de costume?",2013
N011,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas por não se sentir descansado(a) e disposto(a) durante o dia, sentindo-se cansado(a), sem ter energia?",2013
N012,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve pouco interesse ou não senitiu prazer em fazer as coisas?",2013
N013,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas para se concentrar nas suas atividades habituais?",2013
N014,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve problemas na alimentação, como ter falta de apetite ou comer muito mais do que de costume?",2013
N015,"Nas duas últimas semanas, com que frequência o(a) Sr(a) teve lentidão para se movimentar ou falar, ou ao contrário ficou muito agitado(a) ou inquieto(a)?",2013
N016,"Nas duas últimas semanas, com que frequência o(a) Sr(a) se sentiu deprimido(a), “pra baixo” ou sem perspectiva?",2013
N017,"Nas duas últimas semanas, com que frequência o(a) Sr(a) se sentiu mal consigo mesmo, se achando um fracasso ou achando que decepcionou sua família?",2013
N018,"Nas duas últimas semanas, com que frequência o(a) Sr(a) pensou em se ferir de alguma maneira ou achou que seria melhor estar morto?",2013
N019,O(a) Sr(a) faz uso de aparelho auditivo?,2013
N020,"Em geral, que grau de dificuldade o(a) Sr(a) tem para ouvir?",2013
N021,"O(a) Sr(a) usa algum tipo de recurso (como óculos, lentes de contato, lupa, etc.) para auxiliar a enxergar?",2013
N022,"Em geral, que grau de dificuldade o(a) Sr(a) tem para ver de longe? (reconhecer uma pessoa conhecida do outro lado da rua a uma distância de mais ou menos 20 metros)",2013
N023,"Em geral, que grau de dificuldade _____ tem para ver de perto? (reconhecer um objeto que esteja ao alcance das mãos ou ao ler)",2013
O001,O(a) Sr(a) dirige carro?,2013
O002,O(a) Sr(a) dirige motocicleta?,2013
O003,"Com que frequência o(a) Sr(a) anda de carro/automóvel, van ou táxi?",2013
O004,"Com que frequência o(a) Sr(a) usa cinto de segurança quando dirige ou anda como passageiro no banco da frente de carro/ automóvel, van ou táxi?",2013
O005,"Com que frequência o(a) Sr(a) usa cinto de segurança quando anda no banco de trás de carro/automóvel, van ou táxi?",2013
O006,Com que frequência o(a) Sr(a) anda de motocicleta?,2013
O007,Com que frequência o(a) Sr(a) usa capacete quando dirige motocicleta?,2013
O008,Com que frequência o(a) Sr(a) usa capacete quando anda como passageiro de motocicleta?,2013
O009,"Nos últimos 12 meses, o(a) Sr(a) se envolveu em algum acidente de trânsito no qual tenha sofrido lesões corporais (ferimentos)?",2013
O00901,"Se sim, quantos?",2013
O010,"Algum desses acidentes de trânsito ocorreu quando o(a) Sr(a) estava trabalhando, indo ou voltando do trabalho?",2013
O011,"Durante o acidente de trânsito mais grave ocorrido nos últimos 12 meses, o(a) Sr(a) era:",2013
O012,"Para este acidente que o(a) Sr(a) considerou mais grave, o acidente envolveu transporte de carga perigosa, como gasolina, diesel, álcool, ácidos ou produtos químicos em geral?",2013
O013,O acidente resultou em derramamento de carga?,2013
O014,"Para este acidente que considerou mais grave, o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.)?",2013
O015,"Para este acidente que considerou mais grave, o(a) Sr(a) recebeu algum tipo de assistência de saúde?",2013
O016,Onde o(a) Sr(a) recebeu a primeira assistência de saúde?,2013
O017,Quem lhe prestou atendimento no local do acidente,2013
O01801,"Em quantas horas, após o acidente, o(a) Sr(a) recebeu o primeiro atendimento de saúde?",2013
O01802,"Em quantos minutos, após o acidente, o(a) Sr(a) recebeu o primeiro atendimento de saúde?",2013
O019,"Por causa deste acidente de trânsito, o(a) Sr(a) precisou ser internado por 24 horas ou mais?",2013
O020,O Sr(a) teve ou tem alguma sequela e/ou incapacidade decorrente deste acidente de trânsito?,2013
O021,Nos últimos 12 meses o(a) Sr(a) se envolveu em algum acidente de trabalho (sem considerar os acidentes de trânsito)?,2013
O02101,"Se sim, quantos?",2013
O022,"Para o acidente de trabalho que considerou mais grave, o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola, etc.)?",2013
O023,"Por causa deste acidente de trabalho, o(a) Sr(a) precisou ser internado por 24 horas ou mais?",2013
O024,O(a) Sr(a) teve ou tem alguma sequela e/ou incapacidade decorrente deste acidente de trabalho?,2013
O025,"Nos últimos 12 meses, o(a) Sr(a) sofreu alguma violência ou agressão de pessoa desconhecida (como bandido, policial, assaltante etc.)?",2013
O027,"Pensando na violência mais grave que o(a) Sr(a) sofreu de pessoa desconhecida nos últimos 12 meses, que tipo de violência o(a) Sr(a) sofreu?",2013
O028,"Pensando na violência mais grave que o(a) Sr(a) sofreu de pessoa desconhecida nos últimos 12 meses, como (a) sr(a) foi ameaçado(a) ou ferido(a)?",2013
O029,Onde ocorreu essa violência?,2013
O030,"Nesta ocorrência, a violência foi cometida por:",2013
O031,"Por causa dessa violência, o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola, etc.)?",2013
O032,O(a) Sr(a) teve alguma lesão corporal ou ferimento provocado por essa violência?,2013
O033,"Por causa desta violência, o(a) Sr(a) recebeu algum tipo de assistência de saúde?",2013
O034,Onde foi prestada a primeira assistência de saúde?,2013
O035,"Por causa desta violência, o(a) Sr(a) precisou ser internado por 24 horas ou mais?",2013
O036,O(a) Sr(a) teve ou tem alguma sequela e/ou incapacidade decorrente desta violência?,2013
O037,"Nos últimos 12 meses, o(a) Sr(a) sofreu alguma violência ou agressão de pessoa conhecida (como pai, mãe, filho(a), cônjuge, parceiro(a), namorado(a), amigo(a), vizinho(a))?",2013
O038,"Nos últimos 12 meses, com que frequência sofreu alguma violência de pessoa conhecida?",2013
O039,"Pensando na violência mais grave que o(a) Sr(a) sofreu de pessoa conhecida nos últimos 12 meses, que tipo de violência o(a) Sr(a) sofreu?",2013
,(vazio),2013
O040,"Pensando na violência mais grave que o(a) Sr(a) sofreu de pessoa conhecida nos últimos 12 meses, como o(a) Sr(a) foi ameaçado(a) ou ferido(a)?",2013
O041,Onde ocorreu esta violência?,2013
O042,"Nesta ocorrência, a violência foi cometida por:",2013
O043,"Nos últimos 12 meses, o(a) Sr(a) deixou de realizar quaisquer de suas atividades habituais (trabalhar, realizar afazeres domésticos, ir à escola etc.) por causa desta violência?",2013
O044,O(a) Sr(a) teve alguma lesão corporal ou ferimento provocado por essa violência?,2013
O045,"Por causa desta violência, o(a) Sr(a) buscou algum tipo de assistência de saúde?",2013
O046,Onde foi prestada a assistência de saúde?,2013
O047,"Por causa desta violência, o(a) Sr(a) precisou ser internado por 24 horas ou mais?",2013
O048,O(a) Sr(a) teve ou tem alguma sequela e/ou incapacidade decorrente desta violência?,2013
P001,O(a) Sr(a) sabe seu peso? (mesmo que seja valor aproximado),2013
P00101,"Se sim, qual o peso (kg)?",2013
P002,Quanto tempo faz que o(a) Sr(a) se pesou da última vez?,2013
P003,O(a) Sr(a) lembra qual seu peso aproximado por volta dos 20 anos de idade? (somente para pessoas com 30 anos ou mais),2013
P00301,"Se sim, qual o peso (kg)?",2013
P004,O(A) Sr(a) sabe sua altura? (mesmo que seja valor aproximado),2013
P00401,Especifique a altura em cm (P004),2013
P005,A Sra está grávida no momento?,2013
P006,Em quantos dias da semana o(a) costuma comer feijão? (0 = Nunca ou menos de uma vez por semana),2013
P007,"Em quantos dias da semana, o(a) Sr(a) costuma comer salada de alface e tomate ou salada de qualquer outra verdura ou legume cru? (0 = Nunca ou menos de uma vez por semana)",2013
P008,"Em geral, quantas vezes por dia o(a) Sr(a) come este tipo de salada?",2013
P009,"Em quantos dias da semana, o(a) Sr(a) costuma comer verdura ou legume cozido, como couve, cenoura, chuchu, berinjela, abobrinha? (sem contar batata, mandioca ou inhame) (0 = Nunca ou menos de uma vez por semana)",2013
P010,"Em geral, quantas vezes por dia o(a) Sr(a) come verdura ou legume cozido?",2013
P011,"Em quantos dias da semana o(a) Sr(a) costuma comer carne vermelha (boi, porco, cabrito)? (0 = Nunca ou menos de uma vez por semana)",2013
P012,"Quando o(a) Sr(a) come carne vermelha, o(a) Sr(a)costuma:",2013
P013,Em quantos dias da semana o(a) Sr(a) costuma comer frango/galinha? (0 = Nunca ou menos de uma vez por semana),2013
P014,"Quando o(a) Sr(a)come frango/galinha, o(a) Sr(a) costuma:",2013
P015,Em quantos dias da semana o(a) Sr(a) costuma comer peixe? (0 = Nunca ou menos de uma vez por semana),2013
P016,Em quantos dias da semana o(a) Sr(a) costuma tomar suco de frutas natural? (0 = Nunca ou menos de uma vez por semana),2013
P017,"Em geral, quantos copos por dia o(a) Sr(a) toma de suco de frutas natural?",2013
P018,Em quantos dias da semana o(a) Sr(a) costuma comer frutas? (0 = Nunca ou menos de uma vez por semana),2013
P019,"Em geral, quantas vezes por dia o(a) Sr(a) come frutas?",2013
P020,Em quantos dias da semana o(a) Sr(a) costuma tomar refrigerante (ou suco artificial)? (0 = Nunca ou menos de uma vez por semana),2013
P021,Que tipo de refrigerante ou suco artificial o(a) Sr(a) costuma tomar?,2013
P022,"Em geral, quantos copos de refrigerante ou suco artificial o(a) Sr(a) costuma tomar por dia?",2013
P023,Em quantos dias da semana o(a) Sr(a) costuma tomar leite? (não vale leite de soja) (0 = Nunca ou menos de uma vez por semana),2013
P024,"Quando o(a) Sr(a) toma leite, que tipo de leite costuma tomar?",2013
P025,"Em quantos dias da semana o(a) Sr(a) come alimentos doces, tais como pedaços de bolo ou torta, doces, chocolates, balas, biscoitos ou bolachas doces? (0 = Nunca ou menos de uma vez por semana)",2013
