Códigos das respostas,Respostas Possíveis,Código da variável,Número do item da pergunta,Ano
6,Educação de jovens e adultos (EJA) ou supletivo do ensino fundamental,D009,-,2013
7,"Antigo científico, clássico etc. (médio 2º ciclo)",D009,-,2013
8,Regular do ensino médio ou do 2º grau,D009,-,2013
9,Educação de jovens e adultos (EJA) ou supletivo do ensino médio,D009,-,2013
10,Superior - graduação,D009,-,2013
11,Mestrado,D009,-,2013
12,Doutorado,D009,-,2013
1,8 anos,D010,-,2013
2,9 anos,D010,-,2013
1,Sim,D011,-,2013
2,Não,D011,-,2013
1,Sim,D012,-,2013
2,Não,D012,-,2013
1,Primeira (o),D013,-,2013
2,Segunda (o),D013,-,2013
3,Terceira (o),D013,-,2013
4,Quarta (o),D013,-,2013
5,Quinta (o),D013,-,2013
6,Sexta (o),D013,-,2013
7,Sétima (o),D013,-,2013
8,Oitava (o),D013,-,2013
9,Nona(o),D013,-,2013
1,Sim,D014,-,2013
2,Não,D014,-,2013
1,A própria pessoa,D015,-,2013
2,Outro morador,D015,-,2013
3,Não morador,D015,-,2013
1,Sim,E001,-,2013
2,Não,E001,-,2013
1,Sim,E002,-,2013
2,Não,E002,-,2013
1,Sim,E003,-,2013
2,Não,E003,-,2013
1,Sim,E004,-,2013
2,Não,E004,-,2013
1,Sim,E005,-,2013
2,Não,E005,-,2013
1,"Férias, folga ou jornada de trabalho variável",E006,-,2013
2,Licença maternidade,E006,-,2013
3,Licença remunerada por motivo de doença ou acidente da própria pessoa,E006,-,2013
4,"Outro tipo de licença remunerada (estudo, paternidade, casamento, licença prêmio etc.)",E006,-,2013
5,"Afastamento do próprio negócio/empresa por motivo de gestação, doença, acidente etc., sem ser remunerado por instituto de previdência",E006,-,2013
6,"Fatores ocasionais (tempo, paralisação nos serviços de transporte etc.)",E006,-,2013
7,Greve ou paralisação,E006,-,2013
8,Outro motivo,E006,-,2013
1,Sim,E007,-,2013
2,Não,E007,-,2013
1,Sim,E008,-,2013
2,Não,E008,-,2013
00 a 30,Dias,E01001,-,2013
00 a 11,Meses,E01002,-,2013
00 a 30,Anos,E01003,-,2013
1,Um,E011,-,2013
2,Dois,E011,-,2013
3,Três ou mais,E011,-,2013
código,"Ver ""Classificação nacional de ocupações para pesquisas domiciliares (COD) 2010""",E01201,-,2013
1,Trabalhador doméstico,E014,-,2013
2,"Militar do exército, da marinha, da aeronáutica, da policia militar ou do corpo de bombeiros militar",E014,-,2013
3,Empregado do setor privado,E014,-,2013
4,Empregado do setor público (inclusivé empresas de economia mista),E014,-,2013
5,Empregador,E014,-,2013
6,Conta própria,E014,-,2013
7,Trabalhador não-remunerado – em ajuda a conta própria ou empregador que era membro do domicílio,E014,-,2013
8,Trabalhador não-remunerado – em ajuda a empregado que era membro do domicílio,E014,-,2013
código,"Ver ""Composição dos Grupamentos de Atividade"" e “Relação de Códigos de Atividades” da CNAE-Domiciliar",E01501,-,2013
1,Recebe valor em dinheiro,E01601,-,2013
00000001 a 99999999,Reais,E01602,-,2013
2,Recebe valor estimado dos produtos ou mercadorias,E01603,-,2013
00000001 a 99999999,Reais,E01604,-,2013
3,Recebe somente em benefícios,E01605,-,2013
001 a 120,Horas,E017,-,2013
1,Recebe valor em dinheiro,E01801,-,2013
-,Não recebe,E01801,-,2013
00000001 a 99999999,Reais,E01802,-,2013
2,Recebe valor estimado dos produtos ou mercadorias,E01803,-,2013
00000001 a 99999999,Reais,E01804,-,2013
3,Recebe somente em benefícios,E01805,-,2013
001 a 120,Horas,E019,-,2013
1,Sim,E020,-,2013
2,Não,E020,-,2013
1,Achava que seria dispensado ou que o negócio/empresa seria fechado,E021,-,2013
2,Ter um trabalho com garantias trabalhistas ou com maior estabilidade,E021,-,2013
3,Ter o seu próprio negócio/empresa,E021,-,2013
4,Conseguir um trabalho de acordo com a sua experiência profissional e/ou formação,E021,-,2013
5,"Melhorar suas condições de bem-estar (menos desgaste físico, melhores relações de trabalho, menos tempo de transporte etc .)",E021,-,2013
6,Aumentar os rendimentos,E021,-,2013
7,"Trabalhar menor número de horas, mesmo com redução de rendimentos",E021,-,2013
8,Outro motivo,E021,-,2013
1,Sim,E022,-,2013
2,Não,E022,-,2013
1,"Entrou diretamente em contato com empregador (em fábrica, fazenda, mercado, loja ou outro local de trabalho)",E023,-,2013
2,Fez ou inscreveu-se em concurso,E023,-,2013
3,Consultou agência privada ou sindicato,E023,-,2013
4,"Consultou agência municipal, estadual ou o Sistema Nacional de Emprego (SINE)",E023,-,2013
5,Colocou ou respondeu anúncio,E023,-,2013
6,"Consultou parente, amigo ou colega",E023,-,2013
7,Buscou ajuda financeira para iniciar o próprio negócio,E023,-,2013
8,"Procurou local, equipamento ou maquinário para iniciar o próprio negócio",E023,-,2013
9,Solicitou registro ou licença para iniciar o próprio negócio,E023,-,2013
10,Tomou outra providência,E023,-,2013
11,Não tomou providência efetiva,E023,-,2013
1,Conseguiu proposta de trabalho para começar após a semana de referência,E024,-,2013
2,Aguardando resposta de medida tomada para conseguir trabalho,E024,-,2013
3,Desistiu de procurar por não conseguir encontrar trabalho,E024,-,2013
4,Acha que não vai encontrar trabalho por ser muito jovem ou muito idoso,E024,-,2013
5,"Tinha que cuidar de filho(s), de outro(s) dependente(s) ou dos afazeres domésticos",E024,-,2013
6,Estudo,E024,-,2013
7,"Incapacidade física, mental ou doença permanente",E024,-,2013
8,Aposentado por idade/tempo de serviço ou contribuição,E024,-,2013
9,Aposentado por doença/invalidez,E024,-,2013
10,Não desejava trabalhar,E024,-,2013
11,Outro motivo,E024,-,2013
1,Menos de 1 mês,E025,-,2013
2,De 1 mês a menos de 1 ano,E025,-,2013
3,De 1 ano a menos de 2 anos,E025,-,2013
4,2 anos ou mais,E025,-,2013
01 a 11,Meses,E02501,-,2013
00 a 11,Meses,E02502,-,2013
1,Sim,E026,-,2013
2,Não,E026,-,2013
1,A própria pessoa,E027,-,2013
2,Outro morador,E027,-,2013
3,Não morador,E027,-,2013
1,Sim,F001,-,2013
2,Não,F001,-,2013
00000001 a 99999999,Reais,F00102,-,2013
1,Sim,F007,-,2013
2,Não,F007,-,2013
00000001 a 99999999,Reais,F00702,-,2013
1,Sim,F008,-,2013
2,Não,F008,-,2013
00000001 a 99999999,Reais,F00802,-,2013
1,Sim,VDF001,-,2013
2,Não,VDF001,-,2013
00000001 a 99999999,Reais,VDF00102,-,2013
1,Sim,G001,-,2013
2,Não,G001,-,2013
1,Nasceu com a deficiência,G002,-,2013
2,Foi adquirida,G002,-,2013
00 a 99,Anos,G00201,-,2013
1,Síndrome de Down,G003,-,2013
2,Autismo,G003,-,2013
3,Paralisia cerebral,G003,-,2013
4,Outra síndrome,G003,-,2013
5,"AVC, AVE, derrame, aneurisma ou epilepsia",G003,-,2013
6,Demência senil ou falhas de memória,G003,-,2013
1,Não limita,G004,-,2013
2,Um pouco,G004,-,2013
3,Moderadamente,G004,-,2013
4,Intensamente,G004,-,2013
5,Muito intensamente / Não consegue,G004,-,2013
1,Sim,G005,-,2013
2,Não,G005,-,2013
1,Sim,G006,-,2013
2,Não,G006,-,2013
1,Nasceu com a deficiência,G007,-,2013
2,Foi adquirida,G007,-,2013
00 a 99,Anos,G00701,-,2013
1,Paralisia permanente de um dos lados do corpo,G008,-,2013
2,Paralisia permanente das pernas e dos braços,G008,-,2013
3,Paralisia permanente das pernas,G008,-,2013
4,Paralisia permanente de uma das pernas,G008,-,2013
5,Amputação ou ausência de perna,G008,-,2013
6,Amputação ou ausência de braço,G008,-,2013
7,Amputação ou ausência de mão,G008,-,2013
8,Amputação ou ausência de pé,G008,-,2013
9,Deformidade congênita ou adquirida em um ou mais membros,G008,-,2013
10,Deficiência motora em decorrência de poliomielite ou paralisia infantil,G008,-,2013
11,Ostomia (adaptação de bolsa de fezes e/ou urina),G008,-,2013
12,Nanismo,G008,-,2013
13,Outra,G008,-,2013
14,Ausência ou amputação de dedos,G008,-,2013
1,Não limita,G009,-,2013
2,Um pouco,G009,-,2013
3,Moderadamente,G009,-,2013
4,Intensamente,G009,-,2013
5,Muito intensamente/Não consegue,G009,-,2013
1,Sim,G010,-,2013
2,Não,G010,-,2013
1,Sim,G014,-,2013
2,Não,G014,-,2013
1,Nasceu com a deficiência,G015,-,2013
2,Foi adquirida,G015,-,2013
00 a 99,Anos,G01501,-,2013
1,Surdez dos dois ouvidos,G016,-,2013
2,Surdez de um ouvido e audição reduzida do outro,G016,-,2013
3,Surdez de um ouvido e audição normal do outro,G016,-,2013
4,Audição reduzida de ambos os ouvidos,G016,-,2013
5,Audição reduzida em um dos ouvidos,G016,-,2013
1,Não limita,G017,-,2013
2,Um pouco,G017,-,2013
3,Moderadamente,G017,-,2013
4,Intensamente,G017,-,2013
5,Muito intensamente,G017,-,2013
1,Sim,G018,-,2013
2,Não,G018,-,2013
1,Sim,G021,-,2013
2,Não,G021,-,2013
1,Nasceu com a deficiência,G022,-,2013
2,Foi adquirida,G022,-,2013
00 a 99,Anos,G02201,-,2013
1,Cegueira de ambos os olhos,G023,-,2013
2,Cegueira de um olho e visão reduzida do outro,G023,-,2013
3,Cegueira de um olho e visão normal do outro,G023,-,2013
4,Baixa visão de ambos os olhos,G023,-,2013
5,Baixa visão em um dos olhos,G023,-,2013
1,Sim,G024,-,2013
2,Não,G024,-,2013
1,Sim,G02501,-,2013
2,Não,G02501,-,2013
1,Sim,G02502,-,2013
2,Não,G02502,-,2013
1,Sim,G02503,-,2013
2,Não,G02503,-,2013
1,Não limita,G026,-,2013
2,Um pouco,G026,-,2013
3,Moderadamente,G026,-,2013
4,Intensamente,G026,-,2013
5,Muito intensamente,G026,-,2013
1,Sim,G027,-,2013
2,Não,G027,-,2013
1,A própria pessoa,G032,-,2013
2,Outro morador,G032,-,2013
3,Não morador,G032,-,2013
1,Sim,I001,-,2013
2,Não,I001,-,2013
01 a 99,Planos de saúde (médico ou odontológico),I002,-,2013
1,Sim,I003,-,2013
2,Não,I003,-,2013
1,Sim,I004,-,2013
2,Não,I004,-,2013
1,Até 6 meses,I005,-,2013
2,Mais de 6 meses até 1 ano,I005,-,2013
3,Mais de 1 ano até 2 anos,I005,-,2013
4,Mais de 2 anos,I005,-,2013
1,Muito bom,I006,-,2013
2,Bom,I006,-,2013
3,Regular,I006,-,2013
4,Ruim,I006,-,2013
5,Muito ruim,I006,-,2013
6,Nunca usou o plano de saúde,I006,-,2013
1,Titular morador,I007,-,2013
2,Titular não morador,I007,-,2013
01 a 30,Número de ordem do morador titular,I00701,-,2013
1,Sim,I008,-,2013
2,Não,I008,-,2013
01 a 99,Pessoas,I009,-,2013
1,Somente o empregador do titular,I010,-,2013
2,"O titular, através do trabalho atual",I010,-,2013
3,"O titular, através do trabalho anterior",I010,-,2013
4,"O titular, diretamente ao plano",I010,-,2013
5,Outro morador do domicílio,I010,-,2013
6,Pessoa não moradora do domicílio,I010,-,2013
7,Outro,I010,-,2013
1,"Menos de R$50,00",I011,-,2013
2,"De R$50,00 a menos de R$100,00",I011,-,2013
3,"De R$100,00 a menos de R$200,00",I011,-,2013
4,"De R$200,00 a menos de R$300,00",I011,-,2013
5,"De R$300,00 a menos de R$500,00",I011,-,2013
6,"De R$500,00 a menos de R$1000,00",I011,-,2013
7,"R$1000,00 e mais",I011,-,2013
1,Muito bom,J001,-,2013
2,Bom,J001,-,2013
3,Regular,J001,-,2013
4,Ruim,J001,-,2013
5,Muito ruim,J001,-,2013
1,Sim,J002,-,2013
2,Não,J002,-,2013
01 a 14,Dias,J003,-,2013
1,"Dor nas costas, problema no pescoço ou na nuca",J004,-,2013
2,Dor nos braços,J004,-,2013
3,Artrite ou reumatismo,J004,-,2013
4,DORT – doença osteomuscular relacionada ao trabalho,J004,-,2013
5,Dor de cabeça ou enxaqueca,J004,-,2013
6,Problemas menstruais,J004,-,2013
7,Problemas da gravidez,J004,-,2013
8,Parto,J004,-,2013
9,Problema odontológico,J004,-,2013
10,Resfriado / gripe,J004,-,2013
11,Asma / bronquite / pneumonia,J004,-,2013
12,Diarréia / vômito / náusea / gastrite,J004,-,2013
13,Dengue,J004,-,2013
14,Pressão alta ou outra doença do coração,J004,-,2013
15,Diabetes,J004,-,2013
16,AVC ou derrame,J004,-,2013
17,Câncer,J004,-,2013
18,Depressão,J004,-,2013
19,Outro problema de saúde mental,J004,-,2013
20,Outra doença,J004,-,2013
21,Lesão provocada por acidente de trânsito,J004,-,2013
22,Lesão provocada por outro tipo de acidente,J004,-,2013
23,Lesão provocada por agressão ou outra violência,J004,-,2013
24,Outro problema de saúde,J004,-,2013
1,Sim,J005,-,2013
2,Não,J005,-,2013
01 a 14,Dias,J006,-,2013
1,Sim,J007,-,2013
2,Não,J007,-,2013
1,Sim,J008,-,2013
2,Não,J008,-,2013
1,Sim,J009,-,2013
2,Não,J009,-,2013
1,Farmácia,J010,-,2013
2,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),J010,-,2013
3,"Centro de Especialidades, Policlínica pública ou PAM – Posto de Assistência Médica",J010,-,2013
4,UPA (Unidade de Pronto Atendimento),J010,-,2013
5,Outro tipo de Pronto Atendimento Público (24 horas),J010,-,2013
6,Pronto-socorro ou emergência de hospital público,J010,-,2013
7,Hospital público/ambulatório,J010,-,2013
8,Consultório particular ou Clínica privada,J010,-,2013
9,Ambulatório ou consultório de empresa ou sindicato,J010,-,2013
10,Pronto-atendimento ou emergência de hospital privado,J010,-,2013
11,"No domicílio, com profissional da equipe de saúde da família",J010,-,2013
12,"No domicílio, com médico particular",J010,-,2013
13,Outro serviço,J010,-,2013
1,Nos doze últimos meses,J011,-,2013
2,De 1 ano a menos de 2 anos,J011,-,2013
3,De 2 anos a menos de 3 anos,J011,-,2013
4,3 anos ou mais,J011,-,2013
5,Nunca foi ao médico,J011,-,2013
001 a 999,Vezes,J012,-,2013
1,Nos doze últimos meses,J013,-,2013
2,De 1 ano a menos de 2 anos,J013,-,2013
3,De 2 anos a menos de 3 anos,J013,-,2013
4,3 anos ou mais,J013,-,2013
5,Nunca foi ao dentista,J013,-,2013
1,Sim,J014,-,2013
2,Não,J014,-,2013
1,Acidente ou lesão,J015,-,2013
2,Doença,J015,-,2013
3,Problema odontológico,J015,-,2013
4,Reabilitação ou terapia,J015,-,2013
5,Continuação de tratamento,J015,-,2013
6,Pré-natal,J015,-,2013
7,Puericultura,J015,-,2013
8,Parto,J015,-,2013
9,Exame complementar de diagnóstico,J015,-,2013
10,Vacinação,J015,-,2013
11,Outro atendimento preventivo,J015,-,2013
12,Solicitação de atestado de saúde,J015,-,2013
13,Outro,J015,-,2013
1,Farmácia,J016,-,2013
2,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),J016,-,2013
3,"Centro de Especialidades, Policlínica pública ou PAM – Posto de Assistência Médica",J016,-,2013
4,UPA (Unidade de Pronto Atendimento),J016,-,2013
5,Outro tipo de Pronto Atendimento Público (24 horas),J016,-,2013
6,Pronto-socorro ou emergência de hospital público,J016,-,2013
7,Hospital público/ambulatório,J016,-,2013
8,Consultório particular ou Clínica privada,J016,-,2013
9,Ambulatório ou consultório de empresa ou sindicato,J016,-,2013
10,Pronto-atendimento ou emergência de hospital privado,J016,-,2013
11,"No domicílio, com profissional da equipe de saúde da família",J016,-,2013
12,"No domicílio, com médico particular",J016,-,2013
13,Outro serviço,J016,-,2013
1,Sim,J017,-,2013
2,Não,J017,-,2013
1,Não conseguiu vaga ou pegar senha,J018,-,2013
2,Não tinha médico atendendo,J018,-,2013
3,Não tinha dentista atendendo,J018,-,2013
4,Não havia serviço ou profissional de saúde especializado para atender,J018,-,2013
5,Esperou muito e desistiu,J018,-,2013
6,O serviço de saúde não estava funcionando,J018,-,2013
7,Os equipamentos do serviço de saúde não estavam funcionando ou disponíveis para uso,J018,-,2013
8,Não podia pagar pela consulta,J018,-,2013
9,Outro,J018,-,2013
0,Nenhuma,J019,-,2013
01 a 99,Vezes,J019,-,2013
1,Farmácia,J020,-,2013
2,Unidade básica de saúde (posto ou centro de saúde ou unidade de saúde da família),J020,-,2013
3,"Centro de Especialidades, Policlínica pública ou PAM – Posto de Assistência Médica",J020,-,2013
4,UPA (Unidade de Pronto Atendimento),J020,-,2013
5,Outro tipo de Pronto Atendimento Público (24 horas),J020,-,2013
6,Pronto-socorro ou emergência de hospital público,J020,-,2013
7,Hospital público/ambulatório,J020,-,2013
8,Consultório particular ou Clínica privada,J020,-,2013
9,Ambulatório ou consultório de empresa ou sindicato,J020,-,2013
10,Pronto-atendimento ou emergência de hospital privado,J020,-,2013
11,"No domicílio, com profissional da equipe de saúde da família",J020,-,2013
12,"No domicílio, com médico particular",J020,-,2013
13,Outro serviço,J020,-,2013
1,Sim,J021,-,2013
2,Não,J021,-,2013
1,Não conseguiu vaga ou pegar senha,J022,-,2013
2,Não tinha médico atendendo,J022,-,2013
3,Não tinha dentista atendendo,J022,-,2013
4,Não havia profissional de saúde especializado para atender,J022,-,2013
5,Esperou muito e desistiu,J022,-,2013
6,O serviço de saúde não estava funcionando,J022,-,2013
7,Os equipamentos do serviço de saúde não estavam funcionando ou disponíveis para uso,J022,-,2013
8,Não podia pagar pela consulta,J022,-,2013
9,Outro,J022,-,2013
1,Público,J023,-,2013
2,Privado,J023,-,2013
3,Não sabe,J023,-,2013
1,Sim,J024,-,2013
2,Não,J024,-,2013
1,Sim,J025,-,2013
2,Não,J025,-,2013
1,Sim,J026,-,2013
2,Não,J026,-,2013
3,Não sabe,J026,-,2013
1,Consulta médica,J027,-,2013
2,Consulta odontológica,J027,-,2013
3,"Consulta com outro profissional de saúde (fisioterapeuta, fonoaudiólogo, psicólogo, nutricionista, enfermeiro, etc.)",J027,-,2013
4,Atendimento com agente comunitário de saúde,J027,-,2013
5,Atendimento com parteira,J027,-,2013
6,Atendimento na farmácia,J027,-,2013
7,Vacinação,J027,-,2013
8,"Injeção, curativo ou medição de pressão arterial",J027,-,2013
9,"Quimioterapia, radioterapia, hemodiálise ou hemoterapia",J027,-,2013
10,Exames laboratoriais ou de imagem ou exames complementares de diagnóstico,J027,-,2013
11,Gesso ou imobilização,J027,-,2013
12,Pequena cirurgia em ambulatório,J027,-,2013
13,Internação hospitalar,J027,-,2013
14,Marcação de consulta,J027,-,2013
15,"Práticas complementares como acupuntura, homeopatia e fitoterapia",J027,-,2013
16,Outro atendimento,J027,-,2013
1,Sim,J029,-,2013
2,Não,J029,-,2013
9,Ignorado,J029,-,2013
1,Todos,J030,-,2013
2,Alguns,J030,-,2013
3,Nenhum,J030,-,2013
1,"Não conseguiu obter no serviço público de saúde, pois a farmácia estava fechada",J031,-,2013
2,Os medicamentos não estavam disponíveis no serviço de saúde,J031,-,2013
3,Não conseguiu o(s) medicamento(s) no programa farmácia popular (PFP),J031,-,2013
4,Não tinha farmácia próxima ou teve dificuldade de transporte,J031,-,2013
5,Não conseguiu encontrar todos os medicamentos na farmácia,J031,-,2013
6,Não tinha dinheiro para comprar,J031,-,2013
7,Não achou necessário,J031,-,2013
8,"Desistiu de procurar, pois melhorou",J031,-,2013
9,Outro,J031,-,2013
1,"Sim, todos",J032,-,2013
2,"Sim, alguns",J032,-,2013
3,"Não, nenhum",J032,-,2013
1,"Sim, todos",J033,-,2013
2,"Sim, alguns",J033,-,2013
3,"Não, nenhum",J033,-,2013
1,"Sim, todos",J034,-,2013
2,"Sim, alguns",J034,-,2013
3,"Não, nenhum",J034,-,2013
1,Sim,J035,-,2013
2,Não,J035,-,2013
1,Não houve necessidade,J036,-,2013
2,Não tinha dinheiro,J036,-,2013
3,O local de atendimento era distante ou de difícil acesso,J036,-,2013
4,Horário incompatível,J036,-,2013
5,O atendimento é muito demorado,J036,-,2013
6,O estabelecimento não possuía especialista compatível com suas necessidades,J036,-,2013
7,Achou que não tinha direito,J036,-,2013
8,Não tinha quem o(a) acompanhasse,J036,-,2013
9,Não gostava dos profissionais do estabelecimento,J036,-,2013
10,Greve nos serviços de saúde,J036,-,2013
11,Dificuldade de transporte,J036,-,2013
12,Outro motivo,J036,-,2013
1,Sim,J037,-,2013
2,Não,J037,-,2013
01 a 99,Vezes,J038,-,2013
1,Parto normal,J039,-,2013
2,Parto cesáreo,J039,-,2013
3,Tratamento clínico,J039,-,2013
4,Tratamento psiquiátrico,J039,-,2013
5,Cirurgia,J039,-,2013
6,Exames complementares de diagnóstico,J039,-,2013
7,Outro,J039,-,2013
0,-,J04001,-,2013
01 a 87,Meses,J04001,-,2013
88,Morador ainda está internado,J04001,-,2013
0,-,J04002,-,2013
01 a 30,Dias,J04002,-,2013
88,Morador ainda está internado,J04002,-,2013
1,Público,J041,-,2013
2,Privado,J041,-,2013
3,Não sabe,J041,-,2013
1,Sim,J042,-,2013
2,Não,J042,-,2013
1,Sim,J043,-,2013
2,Não,J043,-,2013
9,Ignorado,J043,-,2013
1,Sim,J044,-,2013
2,Não,J044,-,2013
3,Não sabe,J044,-,2013
1,Muito bom,J045,-,2013
2,Bom,J045,-,2013
3,Regular,J045,-,2013
4,Ruim,J045,-,2013
5,Muito ruim,J045,-,2013
